interaction,direction,correspondent_id,datetime,call_duration,antenna_id
call,in,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-16 12:45:40,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-16 11:35:22,,
call,out,83fdc3407ccf68718bfb9aaddefa7cc0e40529db,2010-09-15 20:19:41,,
call,out,8a650ea8966ba5480fae726ee70f8fe576b4a5f3,2010-09-15 20:09:06,,
call,in,sp10-01-22,2010-09-16 19:55:42,,
call,out,sp10-01-22,2010-09-16 16:51:30,,
call,in,sp10-01-22,2010-09-16 15:18:08,,
call,out,sp10-01-22,2010-09-16 14:57:30,,
call,out,c03cfd44d3cae09a859e4fd7dda493a43397555e,2010-09-16 13:54:45,,
call,out,sp10-01-22,2010-09-16 13:52:40,,
call,in,sp10-01-22,2010-09-16 13:21:22,,
call,out,44a0ad7c8107579ebe58054620129fd1a5f00450,2010-09-16 12:54:21,,
call,out,84543c663cb8b8adda68abd837662bd85db65640,2010-09-16 12:51:14,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-16 12:46:09,,
call,out,8a650ea8966ba5480fae726ee70f8fe576b4a5f3,2010-09-17 17:32:37,,
call,out,sp10-01-22,2010-09-17 17:31:34,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-17 15:37:55,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-18 16:01:21,,
call,out,c03cfd44d3cae09a859e4fd7dda493a43397555e,2010-09-19 14:18:59,,
call,out,sp10-01-22,2010-09-19 11:32:30,,
call,out,sp10-01-22,2010-09-19 11:31:06,,
call,out,e87483e796d6500189d8fa8efa6fd5897fd399c1,2010-09-19 11:04:21,,
call,out,44a0ad7c8107579ebe58054620129fd1a5f00450,2010-09-19 11:00:44,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-20 12:06:15,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-20 11:35:34,,
call,out,c03cfd44d3cae09a859e4fd7dda493a43397555e,2010-09-20 11:35:16,,
call,out,sp10-01-22,2010-09-20 17:31:31,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-20 17:22:27,,
call,in,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-20 17:22:08,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-20 17:20:05,,
call,out,d8ef93d617223b98921d1d9dad530644a054007a,2010-09-22 10:42:15,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-22 16:17:30,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-22 16:12:57,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-24 13:32:09,,
call,out,sp10-01-22,2010-09-24 14:16:34,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-24 14:14:15,,
call,out,6f6c2f22873d642bcb1aa0509dbafbaf174467d7,2010-09-24 14:13:26,,
call,out,sp10-01-22,2010-09-24 15:33:58,,
call,out,sp10-01-22,2010-09-24 15:24:35,,
call,in,sp10-01-22,2010-09-24 15:05:03,,
call,out,84543c663cb8b8adda68abd837662bd85db65640,2010-09-25 19:56:44,,
call,in,sp10-01-22,2010-09-25 16:11:18,,
call,out,2e39c626e942ba3f54cb1942e44581a5c7c1efec,2010-09-27 09:34:31,,
call,out,sp10-01-22,2010-09-27 15:11:13,,
call,in,sp10-01-22,2010-09-27 15:09:53,,
call,in,sp10-01-22,2010-09-27 15:02:34,,
call,in,sp10-01-22,2010-09-27 14:56:41,,
call,in,sp10-01-22,2010-09-27 14:38:19,,
call,in,sp10-01-22,2010-09-27 14:36:45,,
call,in,sp10-01-22,2010-09-27 14:36:17,,
call,in,sp10-01-22,2010-09-28 18:04:29,,
call,in,4b38a8b74f887e1df5f970651f632112a2652695,2010-09-28 16:53:14,,
call,in,sp10-01-22,2010-09-28 14:57:32,,
call,out,sp10-01-22,2010-09-28 14:54:10,,
call,out,8a650ea8966ba5480fae726ee70f8fe576b4a5f3,2010-09-29 16:47:57,,
call,out,8a650ea8966ba5480fae726ee70f8fe576b4a5f3,2010-09-29 14:37:10,,
call,out,c03cfd44d3cae09a859e4fd7dda493a43397555e,2010-09-29 14:37:02,,
