interaction,direction,correspondent_id,datetime,call_duration,antenna_id
call,out,sp10-01-23,2010-10-21 21:36:31,,
call,in,sp10-01-23,2010-10-21 21:35:54,,
call,in,sp10-01-23,2010-10-21 21:33:29,,
call,in,sp10-01-23,2010-10-21 19:43:48,,
call,in,sp10-01-23,2010-10-21 19:17:40,,
call,out,sp10-01-23,2010-10-21 16:28:35,,
call,out,sp10-01-23,2010-10-21 16:20:04,,
call,out,sp10-01-23,2010-10-21 16:12:58,,
call,in,4a0e64288aeedbebfba622209165d81bcf5269ca,2010-10-21 15:34:55,,
call,out,sp10-01-23,2010-10-21 11:56:30,,
call,in,sp10-01-23,2010-10-21 11:53:34,,
call,in,fa10-01-21,2010-10-22 18:18:34,,
call,in,797b6eadb815faf2171adc730e17580ddbf77bcf,2010-10-22 16:00:58,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 15:09:26,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 15:04:37,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 15:00:17,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 14:58:30,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 14:57:23,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-22 14:55:17,,
call,out,40c387ecbcb9a3d2b243d4dbaf3df54c43a169eb,2010-10-22 19:49:13,,
call,out,4ba7d4c557d3e0e58e3bc90cd8b362be87da810e,2010-10-23 07:06:30,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:50:41,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:50:30,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:49:58,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:49:29,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:49:07,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:48:50,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:47:02,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:46:46,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:46:28,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:46:08,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:45:50,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:45:35,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:44:58,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:33:02,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:32:49,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:32:29,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-23 18:26:06,,
call,in,fa10-01-22,2010-10-24 16:50:18,,
call,out,fa10-01-22,2010-10-24 16:24:34,,
call,out,fa10-01-22,2010-10-24 15:43:06,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-25 07:08:58,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-25 07:07:32,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-25 09:15:07,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-25 09:14:19,,
call,out,f578e0b813ad42acf173bf2a6b69ad42ad8f53c7,2010-10-25 09:13:21,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-10-25 07:55:40,,
call,out,fa10-01-22,2010-10-25 07:55:11,,
call,out,sp10-01-23,2010-10-27 19:32:21,,
call,out,sp10-01-23,2010-10-28 13:03:47,,
call,out,bcd0039564b882327a11a8af494f29c5728f192e,2010-10-30 17:21:41,,
call,out,sp10-01-23,2010-11-04 22:26:00,,
call,in,4a9e256b61b498d7dae233d745fee346d930cdea,2010-11-05 15:17:54,,
call,in,fa10-01-21,2010-11-08 17:07:55,,
call,in,sp10-01-23,2010-11-09 19:16:49,,
call,out,sp10-01-23,2010-11-09 19:03:35,,
call,out,sp10-01-23,2010-11-09 19:02:51,,
call,out,sp10-01-23,2010-11-09 11:35:53,,
call,in,31cf10dceba88e4e46e2d69e4120db8b18c7383e,2010-11-09 10:52:57,,
call,out,sp10-01-23,2010-11-10 14:18:00,,
call,in,sp10-01-23,2010-11-10 14:15:31,,
call,out,sp10-01-23,2010-11-10 13:03:43,,
call,in,sp10-01-23,2010-11-10 20:52:39,,
call,in,sp10-01-23,2010-11-10 20:29:26,,
call,in,sp10-01-23,2010-11-11 19:39:14,,
call,in,sp10-01-23,2010-11-12 10:45:02,,
call,out,sp10-01-23,2010-11-12 07:12:54,,
call,in,sp10-01-23,2010-11-12 18:55:40,,
call,in,sp10-01-23,2010-11-12 18:52:40,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-13 07:57:49,,
call,out,dfb08ad452f63e5e4d5e6d26ef60b26d668a18e8,2010-11-13 14:47:57,,
call,out,sp10-01-23,2010-11-13 14:46:56,,
call,in,230f1b610a4d37d4762924839293d1afb1ccdbc2,2010-11-13 11:40:49,,
call,in,sp10-01-23,2010-11-13 20:04:13,,
call,in,sp10-01-23,2010-11-13 15:32:46,,
call,in,sp10-01-23,2010-11-14 17:42:38,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-14 08:57:36,,
call,out,sp10-01-23,2010-11-15 17:54:41,,
call,out,sp10-01-23,2010-11-15 16:57:58,,
call,in,sp10-01-23,2010-11-15 14:11:22,,
call,in,sp10-01-23,2010-11-15 14:04:45,,
call,out,sp10-01-23,2010-11-15 12:19:08,,
call,in,sp10-01-23,2010-11-15 11:19:52,,
call,in,sp10-01-23,2010-11-15 20:39:40,,
call,in,sp10-01-23,2010-11-16 14:32:51,,
call,out,sp10-01-23,2010-11-16 11:24:14,,
call,out,sp10-01-23,2010-11-16 10:22:39,,
call,in,sp10-01-23,2010-11-16 10:20:08,,
call,out,sp10-01-23,2010-11-16 10:12:06,,
call,out,sp10-01-23,2010-11-16 19:44:53,,
call,out,sp10-01-23,2010-11-16 19:43:56,,
call,in,sp10-01-23,2010-11-17 17:51:37,,
call,in,sp10-01-23,2010-11-17 15:45:25,,
call,in,sp10-01-23,2010-11-17 15:36:53,,
call,in,sp10-01-23,2010-11-17 15:29:58,,
call,out,sp10-01-23,2010-11-17 15:15:56,,
call,in,sp10-01-23,2010-11-17 13:35:43,,
call,in,sp10-01-23,2010-11-17 12:19:47,,
call,out,sp10-01-23,2010-11-17 12:04:03,,
call,out,sp10-01-23,2010-11-17 12:03:18,,
call,in,235dcb450416e44b27b54079f73786cd8aecdf98,2010-11-17 11:30:55,,
call,in,sp10-01-23,2010-11-18 20:38:26,,
call,in,sp10-01-23,2010-11-18 17:54:26,,
call,in,sp10-01-23,2010-11-18 12:39:50,,
call,out,sp10-01-23,2010-11-18 12:39:24,,
call,in,sp10-01-23,2010-11-18 21:59:37,,
call,out,sp10-01-23,2010-11-19 20:37:45,,
call,in,sp10-01-23,2010-11-19 20:16:09,,
call,in,sp10-01-23,2010-11-19 19:54:59,,
call,in,sp10-01-23,2010-11-19 19:01:35,,
call,in,8af6c628fd86b980137f78c595015e1270570ffe,2010-11-19 16:35:44,,
call,in,6760674a877ea523f9ba5c6adffe40c0c5941fd,2010-11-19 14:32:37,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-20 07:12:05,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-20 07:11:45,,
call,out,sp10-01-23,2010-11-20 12:57:36,,
call,out,sp10-01-23,2010-11-20 12:51:44,,
call,in,fa10-01-21,2010-11-20 12:29:56,,
call,out,fa10-01-21,2010-11-20 12:29:06,,
call,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-11-20 12:17:52,,
call,in,sp10-01-23,2010-11-20 12:13:17,,
call,out,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-11-20 11:52:22,,
call,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-11-20 11:25:33,,
call,out,216ec2bddda453df1b1464fda13b0b2307a4a943,2010-11-20 11:06:59,,
call,in,eebdd83e15696e03643155758b187c7541b513c0,2010-11-20 11:04:38,,
call,out,eebdd83e15696e03643155758b187c7541b513c0,2010-11-20 10:58:14,,
call,out,eebdd83e15696e03643155758b187c7541b513c0,2010-11-20 10:55:19,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-20 10:03:44,,
call,out,bdfa2bfe240f8f5be93dc0a32f8788997a29026e,2010-11-20 10:02:38,,
call,in,fa10-01-21,2010-11-21 18:08:49,,
call,out,9aba8151e80469720dc660bea63fae9ca7c8a2c2,2010-11-21 15:10:49,,
call,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-11-21 14:40:23,,
call,in,sp10-01-23,2010-11-21 11:11:07,,
call,out,sp10-01-23,2010-11-21 10:27:05,,
call,in,sp10-01-23,2010-11-21 10:26:34,,
call,in,sp10-01-23,2010-11-21 10:25:22,,
call,in,sp10-01-23,2010-11-22 20:21:55,,
call,out,sp10-01-23,2010-11-22 20:21:52,,
call,in,sp10-01-23,2010-11-22 14:25:05,,
call,in,sp10-01-23,2010-11-22 14:01:07,,
call,out,sp10-01-23,2010-11-22 14:00:03,,
call,out,sp10-01-23,2010-11-22 12:28:54,,
call,in,sp10-01-23,2010-11-22 11:46:36,,
call,in,sp10-01-23,2010-11-22 22:02:07,,
call,in,sp10-01-23,2010-11-23 19:37:52,,
call,in,sp10-01-23,2010-11-23 19:09:50,,
call,in,sp10-01-23,2010-11-23 15:45:20,,
call,out,sp10-01-23,2010-11-23 14:33:13,,
call,out,sp10-01-23,2010-11-23 14:31:50,,
call,in,sp10-01-23,2010-11-23 14:25:42,,
call,in,sp10-01-23,2010-11-23 09:44:15,,
call,in,sp10-01-23,2010-11-24 18:13:41,,
call,in,sp10-01-23,2010-11-24 18:11:36,,
call,out,sp10-01-23,2010-11-24 12:38:41,,
call,out,sp10-01-23,2010-11-24 11:48:52,,
call,in,sp10-01-23,2010-11-24 10:19:35,,
call,in,sp10-01-23,2010-11-24 09:34:51,,
call,in,sp10-01-23,2010-11-25 00:12:42,,
call,in,sp10-01-23,2010-11-29 22:34:29,,
call,out,sp10-01-23,2010-11-29 22:18:42,,
call,out,sp10-01-23,2010-11-29 15:20:37,,
call,out,sp10-01-23,2010-11-29 11:15:19,,
call,out,sp10-01-23,2010-11-28 20:04:51,,
call,in,sp10-01-23,2010-11-30 18:58:44,,
call,out,sp10-01-23,2010-11-30 15:09:47,,
call,out,sp10-01-23,2010-11-30 13:10:21,,
call,out,sp10-01-23,2010-11-30 13:05:01,,
call,out,sp10-01-23,2010-11-30 12:01:41,,
call,in,sp10-01-23,2010-11-30 22:54:34,,
call,in,sp10-01-23,2010-12-01 15:06:17,,
call,in,sp10-01-23,2010-12-01 14:13:50,,
call,in,sp10-01-23,2010-12-01 13:37:29,,
call,in,sp10-01-23,2010-12-01 11:55:24,,
call,in,sp10-01-23,2010-12-01 19:09:09,,
call,in,sp10-01-23,2010-12-02 09:00:30,,
call,out,9aba8151e80469720dc660bea63fae9ca7c8a2c2,2010-12-02 12:59:23,,
call,in,sp10-01-23,2010-12-02 12:09:09,,
call,out,sp10-01-23,2010-12-03 22:09:27,,
call,in,sp10-01-23,2010-12-03 19:20:44,,
call,in,sp10-01-23,2010-12-03 18:46:59,,
call,in,sp10-01-23,2010-12-03 16:36:44,,
call,in,sp10-01-23,2010-12-03 12:24:20,,
call,in,sp10-01-23,2010-12-03 11:21:03,,
call,out,fa10-01-21,2010-12-04 16:08:04,,
call,in,fa10-01-21,2010-12-04 15:49:22,,
call,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-12-04 15:45:54,,
call,in,fa10-01-21,2010-12-04 15:02:03,,
call,in,sp10-01-23,2010-12-05 18:01:31,,
call,in,sp10-01-23,2010-12-05 13:23:13,,
call,in,66e792b69057b41052920a20ba57b1461fab105c,2010-12-05 12:26:37,,
call,out,f349202a4a2b32fce44b3b24555fabef6fb131ee,2010-12-06 19:05:10,,
call,in,sp10-01-23,2010-12-06 18:27:39,,
call,out,sp10-01-23,2010-12-06 13:06:22,,
call,in,sp10-01-23,2010-12-06 12:19:19,,
call,out,sp10-01-23,2010-12-07 05:24:49,,
call,out,74b2d712d2e43124eb6203c8823f84ce4db4047,2010-12-07 05:22:59,,
call,in,sp10-01-23,2010-12-07 05:21:21,,
call,in,sp10-01-23,2010-12-07 05:03:39,,
call,out,74b2d712d2e43124eb6203c8823f84ce4db4047,2010-12-07 04:36:58,,
call,out,f349202a4a2b32fce44b3b24555fabef6fb131ee,2010-12-07 04:33:05,,
call,out,74b2d712d2e43124eb6203c8823f84ce4db4047,2010-12-07 04:31:24,,
call,out,sp10-01-23,2010-12-07 18:49:12,,
call,out,9aba8151e80469720dc660bea63fae9ca7c8a2c2,2010-12-07 14:48:45,,
call,out,sp10-01-23,2010-12-07 14:45:42,,
call,out,561dec0f3c24711b6b6befe720fba629cbeebd26,2010-12-07 12:29:30,,
call,out,sp10-01-23,2010-12-07 09:58:12,,
call,out,sp10-01-23,2010-12-07 09:46:09,,
call,out,sp10-01-23,2010-12-08 08:04:19,,
call,out,sp10-01-23,2010-12-07 22:27:01,,
call,out,sp10-01-23,2010-12-07 22:08:18,,
call,in,sp10-01-23,2010-12-07 21:33:22,,
call,in,sp10-01-23,2010-12-08 21:12:14,,
call,in,561dec0f3c24711b6b6befe720fba629cbeebd26,2010-12-08 20:03:35,,
call,in,561dec0f3c24711b6b6befe720fba629cbeebd26,2010-12-08 19:59:47,,
call,in,sp10-01-23,2010-12-08 19:33:21,,
call,out,a9d3ea6bbe493ae500f8c8ff685fd7e856fa370e,2010-12-08 18:30:43,,
call,out,sp10-01-23,2010-12-08 17:00:00,,
call,in,sp10-01-23,2010-12-09 08:41:48,,
call,out,sp10-01-23,2010-12-09 08:34:51,,
call,out,sp10-01-23,2010-12-09 08:11:51,,
call,out,sp10-01-23,2010-12-09 18:35:26,,
call,out,sp10-01-23,2010-12-09 18:12:45,,
call,out,sp10-01-23,2010-12-09 18:02:00,,
call,in,sp10-01-23,2010-12-09 17:49:59,,
call,in,sp10-01-23,2010-12-09 17:47:09,,
call,in,sp10-01-23,2010-12-09 14:18:30,,
call,in,sp10-01-23,2010-12-09 14:06:30,,
call,in,sp10-01-23,2010-12-09 13:50:11,,
call,out,949a0aec30758dd0160f358b802c64129ad78370,2010-12-09 13:44:24,,
call,out,sp10-01-23,2010-12-09 13:43:04,,
call,out,sp10-01-23,2010-12-09 13:42:28,,
call,in,sp10-01-23,2010-12-09 13:25:39,,
call,in,sp10-01-23,2010-12-09 13:20:42,,
call,out,sp10-01-23,2010-12-09 12:54:10,,
call,out,sp10-01-23,2010-12-09 09:36:54,,
call,in,11fa35cd97fe0ab257a58529ce8c6363cc41bb28,2010-12-10 13:12:46,,
call,out,sp10-01-23,2010-12-10 12:13:08,,
call,out,sp10-01-23,2010-12-10 12:11:59,,
call,out,sp10-01-23,2010-12-10 18:13:19,,
call,in,8f07c03a6fc4e145484ff0d99bba02ca5362fe76,2010-12-11 08:45:10,,
call,in,8f07c03a6fc4e145484ff0d99bba02ca5362fe76,2010-12-11 08:42:37,,
call,in,db961684f3d0f3f8d5e602c215c3cc6b626e3934,2010-12-11 17:08:43,,
call,in,sp10-01-23,2010-12-13 22:50:43,,
call,in,sp10-01-23,2010-12-13 21:57:39,,
call,in,sp10-01-23,2010-12-13 20:29:56,,
call,out,sp10-01-23,2010-12-13 19:41:17,,
call,in,sp10-01-23,2010-12-14 19:27:43,,
call,out,9aba8151e80469720dc660bea63fae9ca7c8a2c2,2010-12-14 11:13:08,,
call,in,sp10-01-23,2010-12-14 23:32:56,,
call,in,sp10-01-23,2010-12-14 22:25:12,,
call,out,sp10-01-23,2010-12-14 20:41:19,,
call,in,sp10-01-23,2010-12-15 13:02:20,,
call,in,sp10-01-23,2010-12-15 12:58:25,,
call,in,sp10-01-23,2010-12-16 18:35:47,,
call,in,sp10-01-23,2010-12-16 23:06:12,,
call,out,sp10-01-23,2010-12-16 20:12:02,,
call,out,sp10-01-23,2010-12-17 09:08:14,,
call,in,8f07c03a6fc4e145484ff0d99bba02ca5362fe76,2010-12-17 09:07:23,,
call,out,sp10-01-23,2010-12-17 19:21:51,,
call,out,sp10-01-23,2010-12-17 19:03:39,,
call,in,sp10-01-23,2010-12-17 13:34:35,,
call,out,2a6a2d07b4139f05438e09a01ba427affd86ecca,2010-12-18 23:19:05,,
