interaction,direction,correspondent_id,datetime,call_duration,antenna_id
call,out,fa10-01-72,2010-10-07 22:16:14,,
call,in,938227c6731ac26c6f1ebc17a59dc1ee493a2e9f,2010-10-08 00:00:27,,
call,in,fa10-01-72,2010-10-08 00:12:49,,
call,in,fa10-01-72,2010-10-08 00:13:23,,
call,out,a52fd7d3f9f2c25f4ad76b1b2f1c8b9a6adaba71,2010-10-08 00:18:48,,
call,in,fa10-01-72,2010-10-08 00:23:30,,
call,in,fa10-01-72,2010-10-08 00:31:44,,
call,in,fa10-01-72,2010-10-08 00:33:23,,
call,in,fa10-01-72,2010-10-08 00:32:22,,
call,in,fa10-01-72,2010-10-08 11:56:10,,
call,in,fa10-01-72,2010-10-08 18:16:38,,
call,out,fa10-01-72,2010-10-08 21:45:06,,
call,out,fa10-01-72,2010-10-08 21:44:57,,
call,in,fa10-01-72,2010-10-10 15:45:00,,
call,in,fa10-01-72,2010-10-10 16:00:18,,
call,out,fa10-01-72,2010-10-11 22:48:22,,
call,out,a52fd7d3f9f2c25f4ad76b1b2f1c8b9a6adaba71,2010-10-11 22:47:38,,
call,out,afd4f644565773f9562007f5368f18be993a983a,2010-10-12 22:12:20,,
call,in,64fac124a4bb28439733b95b27a4244ea0188aee,2010-10-13 21:47:23,,
call,out,64fac124a4bb28439733b95b27a4244ea0188aee,2010-10-19 10:38:36,,
call,out,a46986305f5d468b6fd49da6b114db1d1d95708e,2010-10-19 10:37:28,,
call,out,fa10-01-72,2010-10-19 23:05:18,,
call,out,5b433560aa949a911f171e151e0e3a8ad137d07,2010-10-20 19:29:22,,
call,out,da616c8a5c16dca0ffa240117c39ee66bc910e9c,2010-10-22 13:00:13,,
call,out,c11ffc2b344a1cde52a677ea0346fe8ad8c9643a,2010-10-22 13:00:40,,
call,in,fa10-01-72,2010-10-23 09:27:44,,
call,out,731fc9539efb6c4560aa0085624f7c95f18f51c2,2010-10-23 09:44:59,,
call,out,9f26f0edf3e287d4a89be8978fa936f1b1ff8b5d,2010-10-23 09:45:39,,
call,out,6aeec22184210851f86e3e350efa490d0856c2f9,2010-10-23 09:47:07,,
call,out,892da1599e731df6e2837f971a5426946f9f2fd6,2010-10-23 09:46:27,,
call,in,fa10-01-72,2010-10-23 10:07:00,,
call,in,ec5be5bbb1a719fc8c348ebbc577b99a61457575,2010-10-23 15:33:58,,
call,out,fa10-01-72,2010-10-24 17:13:17,,
call,out,afd4f644565773f9562007f5368f18be993a983a,2010-10-25 11:37:03,,
call,out,8b643ca6b9934468b9d7c6cdd17c2af777049846,2010-10-28 19:43:58,,
call,in,fa10-01-72,2010-10-30 08:26:50,,
call,out,fa10-01-72,2010-10-31 10:17:18,,
call,in,fa10-01-72,2010-10-31 10:19:02,,
call,out,fa10-01-72,2010-10-31 17:38:52,,
call,out,4c4f01a26b0ad604bc4efd83334d271ce4fdff10,2010-11-03 08:36:44,,
call,in,fa10-01-72,2010-11-03 18:11:46,,
call,out,fa10-01-72,2010-11-03 20:06:58,,
call,in,fa10-01-72,2010-11-03 21:14:51,,
call,out,fa10-01-72,2010-11-05 18:02:08,,
call,out,8ee27d6f38275ce944b43ce597ac199a40e298d9,2010-11-05 13:05:16,,
call,out,f95184e0ec15c1dc3133dacfa941ccfa91654bf6,2010-11-06 17:17:10,,
call,out,f95184e0ec15c1dc3133dacfa941ccfa91654bf6,2010-11-06 17:04:48,,
call,out,a52fd7d3f9f2c25f4ad76b1b2f1c8b9a6adaba71,2010-11-06 17:03:51,,
call,out,a52fd7d3f9f2c25f4ad76b1b2f1c8b9a6adaba71,2010-11-06 14:32:55,,
call,out,a52fd7d3f9f2c25f4ad76b1b2f1c8b9a6adaba71,2010-11-06 14:28:14,,
call,out,f95184e0ec15c1dc3133dacfa941ccfa91654bf6,2010-11-07 13:20:20,,
call,out,fa10-01-71,2010-11-07 13:15:47,,
