interaction,direction,correspondent_id,datetime,call_duration,antenna_id
call,in,81018b3ee6ac4022ea911bdc4c29e82690c5ac41,2010-07-25 01:41:29,,
call,out,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-27 21:16:41,,
call,in,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-27 20:19:08,,
call,in,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-29 21:14:56,,
call,in,3af72962805ba99f53f29296610e7bc646df0c7e,2010-07-31 03:37:27,,
call,in,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-31 13:29:58,,
call,out,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-31 13:26:27,,
call,out,fa10-01-04,2010-07-31 12:57:41,,
call,out,fa10-01-04,2010-07-31 12:57:09,,
call,in,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-31 12:11:09,,
call,out,sp10-01-30,2010-07-31 21:31:05,,
call,out,fa10-01-04,2010-07-31 21:28:42,,
call,out,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-07-31 18:27:30,,
call,in,93b0c447825341212b19a83178c2329bd0d5ea7d,2010-08-01 11:01:01,,
call,in,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-08-05 13:22:56,,
call,in,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-08-05 13:08:19,,
call,out,sp10-01-30,2010-08-06 09:22:45,,
call,in,sp10-01-30,2010-08-06 13:12:05,,
call,out,sp10-01-30,2010-08-06 13:11:50,,
call,out,sp10-01-30,2010-08-06 13:11:29,,
call,out,sp10-01-30,2010-08-07 10:10:48,,
call,in,4aa0810e7cadd91b49b5a13d1ae1be0acf9283c8,2010-08-07 07:11:26,,
call,out,2bb62d96830ce0293f4a4053ca7922b7a716b24f,2010-08-07 16:28:52,,
call,out,2bb62d96830ce0293f4a4053ca7922b7a716b24f,2010-08-07 23:49:27,,
call,out,sp10-01-30,2010-08-07 22:02:20,,
call,out,sp10-01-30,2010-08-07 21:36:14,,
call,out,sp10-01-30,2010-08-07 21:14:24,,
call,in,2bb62d96830ce0293f4a4053ca7922b7a716b24f,2010-08-07 20:43:11,,
call,out,a3523e21bd64d5dae1f44c367bc6e8fc966e7698,2010-08-07 20:33:50,,
call,in,4aa0810e7cadd91b49b5a13d1ae1be0acf9283c8,2010-08-07 20:15:03,,
call,in,a6f68d5cf2860300f9a659df567cbc794e3d1f0e,2010-08-08 13:00:20,,
call,out,sp10-01-30,2010-08-08 12:33:46,,
call,out,sp10-01-30,2010-08-08 12:32:52,,
call,out,6d6adaf568d5f8a30f7485476be96acc3fb045e0,2010-08-08 12:32:01,,
call,out,81018b3ee6ac4022ea911bdc4c29e82690c5ac41,2010-08-09 12:12:06,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-09 12:10:24,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-09 12:09:51,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-09 12:06:28,,
call,out,sp10-01-30,2010-08-09 12:06:17,,
call,in,sp10-01-30,2010-08-09 11:33:41,,
call,in,sp10-01-30,2010-08-11 08:21:08,,
call,in,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-12 10:29:51,,
call,in,9bf1de26f2527ca90587b85214f214ce66d24867,2010-08-12 10:27:18,,
call,out,sp10-01-30,2010-08-14 12:19:54,,
call,in,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-19 10:05:40,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-19 17:07:33,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-19 17:04:42,,
call,out,sp10-01-30,2010-08-19 20:55:03,,
call,out,sp10-01-30,2010-08-19 20:32:42,,
call,out,f066b96cf3a1b0ac154d4b29795ee7dfab8e037a,2010-08-19 19:59:05,,
call,in,f066b96cf3a1b0ac154d4b29795ee7dfab8e037a,2010-08-19 19:57:41,,
call,out,f066b96cf3a1b0ac154d4b29795ee7dfab8e037a,2010-08-19 19:20:02,,
call,in,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-08-20 10:38:30,,
call,out,fa10-01-04,2010-08-20 10:37:43,,
call,in,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-20 09:06:17,,
call,out,sp10-01-30,2010-08-20 18:29:09,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-08-20 18:28:59,,
call,in,49a0e5a1ca8591d4103c2f3fa87880a72186d42b,2010-08-20 17:07:45,,
call,in,sp10-01-30,2010-08-21 10:05:20,,
call,out,sp10-01-30,2010-08-21 10:59:56,,
call,out,a45bbe1d8cbc7d8d0680c9f0da41ef5fec6e1efe,2010-08-22 15:21:24,,
call,out,sp10-01-30,2010-08-22 16:25:41,,
call,out,2ced986f9fa5d6a1151da61ca38c785be4dd5e92,2010-08-22 16:24:06,,
call,out,637e41d45e2cc84d7d37b3d21d492cdd20095804,2010-08-23 12:01:27,,
call,out,82a8e72538d11a1208988778a61426739364a4ec,2010-08-23 20:18:30,,
call,out,82a8e72538d11a1208988778a61426739364a4ec,2010-08-23 21:00:24,,
call,in,e9cb8509fe4b245cfa440f21b59aa5f3ff2a718e,2010-08-24 10:17:22,,
call,out,6d6adaf568d5f8a30f7485476be96acc3fb045e0,2010-08-25 21:50:47,,
call,out,sp10-01-30,2010-08-25 21:49:44,,
call,out,sp10-01-30,2010-08-25 21:48:55,,
call,in,356a192b7913b04c54574d18c28d46e6395428ab,2010-08-26 16:20:14,,
call,in,e69155d390eebdb85c956716008cc2f91d183f44,2010-08-30 16:55:05,,
call,in,a05f781c204feffad624878e773271026284f179,2010-08-30 14:08:01,,
call,in,a05f781c204feffad624878e773271026284f179,2010-08-30 14:00:39,,
call,in,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-08-30 21:45:11,,
call,in,93b0c447825341212b19a83178c2329bd0d5ea7d,2010-08-31 16:32:45,,
call,in,570251a840a323f54598b9d0206509642b74e995,2010-08-31 16:30:54,,
call,in,93b0c447825341212b19a83178c2329bd0d5ea7d,2010-09-01 17:39:52,,
call,in,3af72962805ba99f53f29296610e7bc646df0c7e,2010-09-02 22:15:21,,
call,in,fe6fbd3089020d0f3ced52970d027f958ba06201,2010-09-02 15:14:39,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-09-03 13:02:31,,
call,out,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-09-04 21:40:37,,
call,in,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-09-04 21:31:45,,
call,in,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-09-04 21:30:55,,
call,out,3dec6c3bae65bda67390c8f58f22a1f84a8eebb3,2010-09-04 18:59:52,,
call,in,fe6fbd3089020d0f3ced52970d027f958ba06201,2010-09-08 06:52:06,,
call,in,570251a840a323f54598b9d0206509642b74e995,2010-09-09 10:28:04,,
call,out,383e6263701e52c2b27d225cf3d7ceaf28044dd9,2010-09-09 16:05:13,,
call,in,aa53c2bd53ed73f060c3b908ef9ca616ad18fa76,2010-09-09 18:52:05,,
call,in,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-10 10:07:28,,
call,in,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-10 12:41:47,,
call,out,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-10 12:38:38,,
call,in,sp10-01-30,2010-09-11 16:06:50,,
call,out,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-11 16:03:59,,
call,out,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-12 18:05:00,,
call,out,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-12 19:02:21,,
call,out,4ef76d6d3e865c02873015d978be4186408ae7e9,2010-09-12 18:05:40,,
call,in,35edda9532c379d679720634df42585576b9574c,2010-09-13 13:07:00,,
